time,x,y,z
0.0,0.08969546463903318,-2.06595408365576,9.850400992897713
0.0,-2.479091126202778,-7.934289406306395,1.6501412325924942
0.0,-6.593188140993828,-2.622604763481996,3.1524421260976236
0.0,9.8632610549948,21.247340638009963,-8.907041664300047
0.0,-14.218632814114775,7.915355395293228,4.434338058471289
0.0,14.18060010308698,-2.7427693318723785,-4.640537543785789
0.0,-8.212653526515393,-19.354620863390824,2.4418610296678733
0.0,11.451932383702454,-8.70081522765215,3.171202395047687
0.0,8.987230334140326,-5.25743230382944,3.016302742667299
0.0,-3.246106316667512,-2.632553086349985,-11.779376009527036
0.0,15.871311599398682,-4.486330687227676,6.640285343171969
0.0,-5.846821797356573,6.6073871923050485,14.86162664328816
0.0,8.690622524369092,6.204454789690225,1.1626293185196908
0.0,14.093306717499901,-0.8619687856079438,6.090460215635198
0.0,-1.2109460617584769,4.058197974300337,9.590190666582158
0.0,-9.752036307822362,-0.12630473772856704,-6.984580846204186
0.0,-11.267844369919231,6.418504646444071,3.5141919873701415
0.0,2.8738114709205136,-4.293147679909939,9.915388007819258
0.0,11.761585565790996,-9.725223044731912,6.606640113466092
0.0,-3.6694845161594873,0.5205782293208171,7.5557001591030915
0.0,10.457996896059841,-1.9832565238632918,6.899489019434007
0.0,2.403657882343423,2.0436684652918897,-3.8950629875794363
0.0,8.00277945557152,12.218798615578434,10.534288847592789
0.0,11.376568963076288,10.117850816232014,3.3476573772651883
0.0,6.325379829350142,-8.115664480150281,12.228319554310797
0.0,-10.045231813603401,-13.920498989760327,-3.5264129254070697
0.0,-6.678836113644634,10.015414647245585,12.372165497855546
0.0,23.460519345170415,-1.746269362052368,13.328199184401413
0.0,-13.055676624907377,-0.999015939846756,-5.486455970512105
0.0,6.766352976273758,22.452377303674755,12.15054388006314
0.0,-1.107574778525247,4.193027099066154,-3.0937822471813634
0.0,-8.348884650240654,11.219700079567334,9.134550605710027
0.0,6.545424078372905,5.730666743336546,-2.245610219922057
0.0,1.0140300642911197,1.6031310527903893,9.014297295482667
0.0,3.250467132611964,14.133570675982865,-0.7197040486159706
0.0,3.9545197727111296,0.45426918492145524,3.654493756256703
0.0,-15.711659244269212,4.318320518180624,4.617023913410259
0.0,-12.704250048138174,2.464115923692768,-20.816319491071532
0.0,-18.52619108356584,13.142854641270967,18.586916529484007
0.0,-18.700761993713353,-3.4618805918356252,-0.6574907837076945
0.0,15.494707158285323,7.1306827163006075,-14.253158273851472
0.0,0.1262256687427984,-10.790053953051165,-6.508432588703134
0.0,-0.17761745701119655,-16.996388212552535,0.16176966730043854
0.0,-11.212452179234603,2.5584872768015696,5.043008192077781
0.0,6.682677613617542,-0.8549267172224165,-14.339817557488066
0.0,-5.309907681926822,17.13837743220384,1.1806475710804987
0.0,12.727474059576517,2.602301847272597,8.59894963639337
